日時,"室内CO2濃度[ppm]","室内日射強度[kW m-2]","室内気温[C]","室内相対湿度[%]","積算日射[MJ]"
"2025/12/27 09:50:00",1137,0.04,14.2,72,0.131
"2025/12/27 09:55:00",1142,0.04,14.6,72,0.142
"2025/12/27 10:00:00",1138,0.04,15.4,71,0.155
"2025/12/27 10:05:00",1143,0.03,15.3,72,0.165
"2025/12/27 10:10:00",1145,0.03,15.2,73,0.175
"2025/12/27 10:15:00",1155,0.02,15.1,74,0.184
"2025/12/27 10:20:00",1155,0.02,14.5,75,0.19
"2025/12/27 10:25:00",1159,0.01,14,77,0.195
"2025/12/27 10:30:00",1159,0.01,13.7,78,0.198
"2025/12/27 10:35:00",1158,0.01,13.7,78,0.201
"2025/12/27 10:40:00",1175,0.02,13.7,79,0.206
"2025/12/27 10:45:00",1197,0.02,13.7,79,0.211
"2025/12/27 10:50:00",1213,0.02,13.9,79,0.216
"2025/12/27 10:55:00",1221,0.02,14.3,78,0.224
"2025/12/27 11:00:00",1241,0.02,14.3,78,0.229
"2025/12/27 11:05:00",1248,0.02,14.1,79,0.233
"2025/12/27 11:10:00",1261,0.02,14.2,79,0.239
"2025/12/27 11:15:00",1277,0.02,14.2,80,0.244
"2025/12/27 11:20:00",1283,0.02,14.2,80,0.249
"2025/12/27 11:25:00",1297,0.02,14.3,79,0.254
"2025/12/27 11:30:00",1311,0.02,14.3,80,0.26
"2025/12/27 11:35:00",1328,0.02,14.5,79,0.266
"2025/12/27 11:40:00",1331,0.02,14.4,80,0.271
"2025/12/27 11:45:00",1342,0.02,14.6,79,0.278
"2025/12/27 11:50:00",1346,0.01,14.2,79,0.283
"2025/12/27 11:55:00",1356,0.02,13.9,80,0.287
"2025/12/27 12:00:00",1359,0.02,13.8,80,0.292
"2025/12/27 12:05:00",1368,0.01,13.7,80,0.296
"2025/12/27 12:10:00",1379,0.02,13.6,80,0.301
"2025/12/27 12:15:00",1390,0.02,13.7,80,0.306
"2025/12/27 12:20:00",1400,0.02,13.8,79,0.311
"2025/12/27 12:25:00",1400,0.02,13.9,79,0.317
"2025/12/27 12:30:00",1413,0.02,13.9,79,0.322
"2025/12/27 12:35:00",1430,0.02,14.1,79,0.329
"2025/12/27 12:40:00",1430,0.02,14.3,78,0.335
"2025/12/27 12:45:00",1451,0.02,14.5,78,0.342
"2025/12/27 12:50:00",1454,0.02,14.4,78,0.347
"2025/12/27 12:55:00",1452,0.02,14.5,78,0.354
"2025/12/27 13:00:00",1469,0.01,14.5,78,0.359
"2025/12/27 13:05:00",1477,0.02,14.3,79,0.363
"2025/12/27 13:10:00",1491,0.02,14.2,79,0.369
"2025/12/27 13:15:00",1487,0.02,14.3,79,0.374
"2025/12/27 13:20:00",1495,0.02,14.3,79,0.379
"2025/12/27 13:25:00",1507,0.02,14.2,79,0.384
"2025/12/27 13:30:00",1509,0.02,14.1,79,0.389
"2025/12/27 13:35:00",1527,0.02,14,79,0.394
"2025/12/27 13:40:00",1532,0.02,14,79,0.399
"2025/12/27 13:45:00",1548,0.02,14,79,0.404
"2025/12/27 13:50:00",1556,0.02,14,79,0.41
"2025/12/27 13:55:00",1563,0.02,14.1,78,0.416
"2025/12/27 14:00:00",1575,0.02,14.3,78,0.422
"2025/12/27 14:05:00",1581,0.02,14.4,78,0.428
"2025/12/27 14:10:00",1589,0.02,14.5,78,0.435
"2025/12/27 14:15:00",1599,0.02,14.8,77,0.442
"2025/12/27 14:20:00",1617,0.02,14.9,77,0.449
"2025/12/27 14:25:00",1620,0.02,14.9,77,0.456
"2025/12/27 14:30:00",1632,0.04,14.9,77,0.465
"2025/12/27 14:35:00",1618,0.03,14.8,77,0.475
"2025/12/27 14:40:00",1624,0.03,14.4,77,0.484
"2025/12/27 14:45:00",1633,0.03,14,78,0.492
"2025/12/27 14:50:00",1623,0.02,13.8,78,0.501
"2025/12/27 14:55:00",1624,0.01,13.9,77,0.504
"2025/12/27 15:00:00",1627,0.02,14.2,77,0.509
"2025/12/27 15:05:00",1638,0.01,14.2,78,0.514
"2025/12/27 15:10:00",1651,0.01,13.8,79,0.517
"2025/12/27 15:15:00",1660,0.01,13.4,80,0.521
"2025/12/27 15:20:00",1685,0.01,13.1,80,0.525
"2025/12/27 15:25:00",1690,0.01,12.8,80,0.528
"2025/12/27 15:30:00",1699,0.01,13.3,79,0.531
"2025/12/27 15:35:00",1719,0.01,12.5,75,0.533
"2025/12/27 15:40:00",1724,0.01,14.1,72,0.536
"2025/12/27 15:45:00",1734,0.01,12.2,75,0.538
"2025/12/27 15:50:00",1736,0.01,13.9,71,0.54
"2025/12/27 15:55:00",1756,0.01,11.9,74,0.542
"2025/12/27 16:00:00",1762,0.01,13.7,69,0.544
"2025/12/27 16:05:00",1778,0,11.8,74,0.545
"2025/12/27 16:10:00",1779,0,12.8,70,0.546
"2025/12/27 16:15:00",1781,0.01,10.7,75,0.548
"2025/12/27 16:20:00",1789,0,11.5,73,0.549
"2025/12/27 16:25:00",1815,0,12.8,69,0.55
"2025/12/27 16:30:00",1800,0,10.8,74,0.55
"2025/12/27 16:35:00",1817,0,11.6,72,0.551
"2025/12/27 16:40:00",1835,0,13.5,67,0.551
"2025/12/27 16:45:00",1821,0,11,73,0.551
"2025/12/27 16:50:00",1812,0,9.7,76,0.551
"2025/12/27 16:55:00",1796,0,9.4,78,0.551
"2025/12/27 17:00:00",1786,0,9.2,79,0.551
"2025/12/27 17:05:00",1805,0,9,80,0.551
"2025/12/27 17:10:00",1812,0,8.9,80,0.551
"2025/12/27 17:15:00",1812,0,8.5,81,0.551
"2025/12/27 17:20:00",1821,0,8.4,80,0.551
"2025/12/27 17:25:00",1828,0,8.2,81,0.551
"2025/12/27 17:30:00",1849,0,8,81,0.551
"2025/12/27 17:35:00",1850,0,7.9,81,0.551
"2025/12/27 17:40:00",1860,0,7.6,81,0.551
"2025/12/27 17:45:00",1871,0,7.5,82,0.551
"2025/12/27 17:50:00",1876,0,7.5,81,0.551
"2025/12/27 17:55:00",1888,0,7.5,82,0.551
"2025/12/27 18:00:00",1900,0,7.3,82,0.551
"2025/12/27 18:05:00",1915,0,7.4,81,0.551
"2025/12/27 18:10:00",1921,0,7.2,82,0.551
"2025/12/27 18:15:00",1924,0,7.1,82,0.551
"2025/12/27 18:20:00",1937,0,6.9,82,0.551
"2025/12/27 18:25:00",1948,0,6.8,82,0.551
"2025/12/27 18:30:00",1957,0,6.8,82,0.551
"2025/12/27 18:35:00",1964,0,6.6,82,0.551
"2025/12/27 18:40:00",1988,0,7.3,81,0.551
"2025/12/27 18:45:00",1993,0,7.2,80,0.551
"2025/12/27 18:50:00",1952,0,6.8,81,0.551
"2025/12/27 18:55:00",1906,0,6.5,81,0.551
"2025/12/27 19:00:00",1859,0,6.7,80,0.551
"2025/12/27 19:05:00",1855,0,6.7,80,0.551
"2025/12/27 19:10:00",1838,0,6.3,82,0.551
"2025/12/27 19:15:00",1850,0,7,78,0.551
"2025/12/27 19:20:00",1822,0,6.6,80,0.551
"2025/12/27 19:25:00",1750,0,8.2,75,0.551
"2025/12/27 19:30:00",1678,0,7,79,0.551
"2025/12/27 19:35:00",1520,0,6.2,81,0.551
"2025/12/27 19:40:00",1397,0,7.5,75,0.551
"2025/12/27 19:45:00",1277,0,6.4,79,0.551
"2025/12/27 19:50:00",1175,0,6.9,77,0.551
"2025/12/27 19:55:00",1111,0,6.7,78,0.551
"2025/12/27 20:00:00",1095,0,7.7,73,0.551
"2025/12/27 20:05:00",1038,0,6.5,78,0.551
"2025/12/27 20:10:00",1003,0,8.1,73,0.551
"2025/12/27 20:15:00",958,0,6.6,78,0.551
"2025/12/27 20:20:00",912,0,6.5,78,0.551
"2025/12/27 20:25:00",885,0,7.1,75,0.551
"2025/12/27 20:30:00",853,0,6,79,0.551
"2025/12/27 20:35:00",842,0,7.6,73,0.551
"2025/12/27 20:40:00",812,0,6,77,0.551
"2025/12/27 20:45:00",783,0,8,72,0.551
"2025/12/27 20:50:00",769,0,6.5,76,0.551
"2025/12/27 20:55:00",763,0,8.3,71,0.551
"2025/12/27 21:00:00",737,0,6.7,77,0.551
"2025/12/27 21:05:00",719,0,7.1,75,0.551
"2025/12/27 21:10:00",709,0,6.9,75,0.551
"2025/12/27 21:15:00",694,0,6.2,77,0.551
"2025/12/27 21:20:00",703,0,7.2,73,0.551
"2025/12/27 21:25:00",688,0,6,78,0.551
"2025/12/27 21:30:00",698,0,7.8,71,0.551
"2025/12/27 21:35:00",683,0,6.2,78,0.551
"2025/12/27 21:40:00",682,0,7.9,72,0.551
"2025/12/27 21:45:00",673,0,6.4,77,0.551
"2025/12/27 21:50:00",684,0,8,71,0.551
"2025/12/27 21:55:00",670,0,6.3,77,0.551
"2025/12/27 22:00:00",675,0,7.7,72,0.551
"2025/12/27 22:05:00",660,0,6.2,76,0.551
"2025/12/27 22:10:00",658,0,8,70,0.551
"2025/12/27 22:15:00",653,0,6.6,76,0.551
"2025/12/27 22:20:00",660,0,7.8,72,0.551
"2025/12/27 22:25:00",659,0,6.4,76,0.551
"2025/12/27 22:30:00",653,0,8,71,0.551
"2025/12/27 22:35:00",650,0,6.5,76,0.551
"2025/12/27 22:40:00",648,0,7.9,71,0.551
"2025/12/27 22:45:00",641,0,6.3,76,0.551
"2025/12/27 22:50:00",651,0,8,71,0.551
"2025/12/27 22:55:00",657,0,6.3,76,0.551
"2025/12/27 23:00:00",651,0,7.9,70,0.551
"2025/12/27 23:05:00",648,0,6.2,77,0.551
"2025/12/27 23:10:00",648,0,7.6,72,0.551
"2025/12/27 23:15:00",650,0,6.2,75,0.551
"2025/12/27 23:20:00",643,0,7.8,71,0.551
"2025/12/27 23:25:00",632,0,6.1,75,0.551
"2025/12/27 23:30:00",642,0,8,70,0.551
"2025/12/27 23:35:00",630,0,6.2,76,0.551
"2025/12/27 23:40:00",634,0,7.7,70,0.551
"2025/12/27 23:45:00",629,0,6.1,76,0.551
"2025/12/27 23:50:00",627,0,7.8,70,0.551
"2025/12/27 23:55:00",617,0,6.1,77,0.551
"2025/12/28 00:00:00",622,0,7.6,71,0.551
"2025/12/28 00:05:00",620,0,6.1,75,0
"2025/12/28 00:10:00",621,0,7.8,69,0
"2025/12/28 00:15:00",621,0,6,76,0
"2025/12/28 00:20:00",633,0,7.6,70,0
"2025/12/28 00:25:00",613,0,5.9,74,0
"2025/12/28 00:30:00",621,0,7.9,69,0
"2025/12/28 00:35:00",613,0,6,76,0
"2025/12/28 00:40:00",619,0,7.8,70,0
"2025/12/28 00:45:00",610,0,5.9,76,0
"2025/12/28 00:50:00",624,0,7.8,70,0
"2025/12/28 00:55:00",616,0,5.8,75,0
"2025/12/28 01:00:00",626,0,7.8,70,0
"2025/12/28 01:05:00",616,0,5.9,74,0
"2025/12/28 01:10:00",632,0,7.8,70,0
"2025/12/28 01:15:00",620,0,5.8,77,0
"2025/12/28 01:20:00",624,0,7.8,70,0
"2025/12/28 01:25:00",613,0,5.9,76,0
"2025/12/28 01:30:00",626,0,7.6,69,0
"2025/12/28 01:35:00",618,0,6.1,75,0
"2025/12/28 01:40:00",632,0,7.5,70,0
"2025/12/28 01:45:00",609,0,5.7,76,0
"2025/12/28 01:50:00",628,0,7.9,69,0
"2025/12/28 01:55:00",623,0,5.8,75,0
"2025/12/28 02:00:00",629,0,7.8,69,0
"2025/12/28 02:05:00",617,0,5.6,77,0
"2025/12/28 02:10:00",619,0,7.8,69,0
"2025/12/28 02:15:00",616,0,5.7,76,0
"2025/12/28 02:20:00",618,0,7.6,69,0
"2025/12/28 02:25:00",612,0,5.7,76,0
"2025/12/28 02:30:00",614,0,7.6,70,0
"2025/12/28 02:35:00",613,0,5.8,75,0
"2025/12/28 02:40:00",629,0,7.6,69,0
"2025/12/28 02:45:00",620,0,5.8,75,0
"2025/12/28 02:50:00",633,0,7.3,70,0
"2025/12/28 02:55:00",624,0,5.9,76,0
"2025/12/28 03:00:00",632,0,6.9,71,0
"2025/12/28 03:05:00",624,0,6,74,0
"2025/12/28 03:10:00",631,0,6.7,69,0
"2025/12/28 03:15:00",615,0,6,74,0
"2025/12/28 03:20:00",631,0,7.1,69,0
"2025/12/28 03:25:00",611,0,5.7,74,0
"2025/12/28 03:30:00",621,0,6.5,70,0
"2025/12/28 03:35:00",619,0,6.5,72,0
"2025/12/28 03:40:00",632,0,6.3,72,0
"2025/12/28 03:45:00",632,0,6.8,70,0
"2025/12/28 03:50:00",635,0,6.3,71,0
"2025/12/28 03:55:00",640,0,6.7,71,0
"2025/12/28 04:00:00",640,0,6,73,0
"2025/12/28 04:05:00",645,0,7.4,68,0
"2025/12/28 04:10:00",631,0,5.8,73,0
"2025/12/28 04:15:00",642,0,7.3,68,0
"2025/12/28 04:20:00",624,0,5.7,72,0
"2025/12/28 04:25:00",628,0,7.5,68,0
"2025/12/28 04:30:00",625,0,5.6,74,0
"2025/12/28 04:35:00",615,0,7.4,68,0
"2025/12/28 04:40:00",611,0,5.6,74,0
"2025/12/28 04:45:00",634,0,7.5,68,0
"2025/12/28 04:50:00",624,0,5.6,75,0
"2025/12/28 04:55:00",640,0,7.3,69,0
"2025/12/28 05:00:00",636,0,5.7,74,0
"2025/12/28 05:05:00",651,0,7.6,68,0
"2025/12/28 05:10:00",643,0,5.7,74,0
"2025/12/28 05:15:00",647,0,7,69,0
"2025/12/28 05:20:00",647,0,6,73,0
"2025/12/28 05:25:00",670,0,6.6,70,0
"2025/12/28 05:30:00",682,0,6.2,72,0
"2025/12/28 05:35:00",695,0,6.2,70,0
"2025/12/28 05:40:00",711,0,6.7,70,0
"2025/12/28 05:45:00",725,0,6.1,72,0
"2025/12/28 05:50:00",730,0,7,70,0
"2025/12/28 05:55:00",742,0,6.1,70,0
"2025/12/28 06:00:00",741,0,7,68,0
"2025/12/28 06:05:00",736,0,5.7,71,0
"2025/12/28 06:10:00",749,0,7.3,67,0
"2025/12/28 06:15:00",747,0,8,65,0
"2025/12/28 06:20:00",777,0,9.7,60,0
"2025/12/28 06:25:00",783,0,9.4,63,0
"2025/12/28 06:30:00",797,0,10.3,60,0
"2025/12/28 06:35:00",794,0,9.6,64,0
"2025/12/28 06:40:00",806,0,10.5,61,0
"2025/12/28 06:45:00",817,0,10,63,0
"2025/12/28 06:50:00",814,0,10.9,61,0
"2025/12/28 06:55:00",823,0,10.2,63,0
"2025/12/28 07:00:00",827,0,10.3,62,0.001
"2025/12/28 07:05:00",837,0,10.8,62,0.001
"2025/12/28 07:10:00",846,0,10.1,64,0.002
"2025/12/28 07:15:00",861,0,11.3,60,0.002
"2025/12/28 07:20:00",877,0,10.4,64,0.003
"2025/12/28 07:25:00",892,0,11.1,62,0.004
"2025/12/28 07:30:00",900,0,10.4,64,0.005
"2025/12/28 07:35:00",933,0,11,62,0.007
"2025/12/28 07:40:00",944,0,10.7,64,0.008
"2025/12/28 07:45:00",956,0.01,11.1,63,0.009
"2025/12/28 07:50:00",965,0.01,10.8,64,0.011
"2025/12/28 07:55:00",986,0.01,11.2,64,0.013
"2025/12/28 08:00:00",992,0.01,11.1,64,0.015
"2025/12/28 08:05:00",1020,0.01,10.9,66,0.017
"2025/12/28 08:10:00",1022,0.01,11.6,64,0.02
"2025/12/28 08:15:00",1043,0.01,10.1,69,0.023
"2025/12/28 08:20:00",1057,0.01,12.3,63,0.027
"2025/12/28 08:25:00",1076,0.01,10.6,69,0.031
"2025/12/28 08:30:00",1086,0.02,12.6,64,0.035
"2025/12/28 08:35:00",1104,0.02,11.4,68,0.041
"2025/12/28 08:40:00",1110,0.02,12.8,66,0.047
"2025/12/28 08:45:00",1110,0.03,12.3,67,0.056
"2025/12/28 08:50:00",1132,0.03,13,66,0.065
"2025/12/28 08:55:00",1135,0.03,13.4,68,0.074
"2025/12/28 09:00:00",1138,0.03,13.3,69,0.084
"2025/12/28 09:05:00",1143,0.04,13.7,69,0.095
"2025/12/28 09:10:00",1150,0.04,14.5,69,0.106
"2025/12/28 09:15:00",1168,0.17,15,68,0.133
"2025/12/28 09:20:00",1166,0.08,15.8,68,0.173
"2025/12/28 09:25:00",1159,0.05,16.7,68,0.19
"2025/12/28 09:30:00",1156,0.05,17.3,67,0.204
"2025/12/28 09:35:00",1148,0.05,18,68,0.218
"2025/12/28 09:40:00",1151,0.05,18.7,67,0.232
"2025/12/28 09:45:00",1153,0.05,19.5,67,0.246
"2025/12/28 09:50:00",1143,0.05,20,67,0.26
"2025/12/28 09:55:00",1152,0.05,20.5,67,0.273
"2025/12/28 10:00:00",1082,0.05,18.1,58,0.288
"2025/12/28 10:05:00",741,0.05,17.9,58,0.303
"2025/12/28 10:10:00",665,0.06,19.9,58,0.32
"2025/12/28 10:15:00",655,0.07,19.9,58,0.34
"2025/12/28 10:20:00",554,0.08,19.6,58,0.364
"2025/12/28 10:25:00",533,0.04,21.1,59,0.381
"2025/12/28 10:30:00",585,0.04,22,61,0.394
"2025/12/28 10:35:00",619,0.04,22.8,63,0.406
"2025/12/28 10:40:00",612,0.04,23.4,63,0.418
"2025/12/28 10:45:00",590,0.04,22,59,0.43
"2025/12/28 10:50:00",516,0.04,21.8,58,0.441
"2025/12/28 10:55:00",506,0.04,22.5,59,0.452
"2025/12/28 11:00:00",516,0.04,21,53,0.464
"2025/12/28 11:05:00",512,0.04,20.1,51,0.475
"2025/12/28 11:10:00",536,0.04,19.9,50,0.486
"2025/12/28 11:15:00",558,0.04,20,49,0.497
"2025/12/28 11:20:00",573,0.04,20.8,50,0.508
"2025/12/28 11:25:00",643,0.04,22.4,53,0.519
"2025/12/28 11:30:00",654,0.04,23.5,56,0.53
"2025/12/28 11:35:00",579,0.04,20.2,45,0.542
"2025/12/28 11:40:00",472,0.04,22.2,50,0.553
"2025/12/28 11:45:00",494,0.04,22.6,49,0.565
"2025/12/28 11:50:00",469,0.04,19.6,44,0.576
"2025/12/28 11:55:00",494,0.04,21.5,47,0.588
"2025/12/28 12:00:00",555,0.04,21,43,0.599
"2025/12/28 12:05:00",529,0.04,20,42,0.611
"2025/12/28 12:10:00",573,0.04,22.3,47,0.623
"2025/12/28 12:15:00",652,0.04,22.8,47,0.635
"2025/12/28 12:20:00",538,0.04,20.4,42,0.647
"2025/12/28 12:25:00",459,0.04,20.6,42,0.659
"2025/12/28 12:30:00",443,0.04,20.8,42,0.671
"2025/12/28 12:35:00",470,0.04,20.9,44,0.683
"2025/12/28 12:40:00",519,0.04,22.2,44,0.695
"2025/12/28 12:45:00",606,0.04,23.5,48,0.707
"2025/12/28 12:50:00",646,0.04,24.5,50,0.72
"2025/12/28 12:55:00",626,0.04,24.9,51,0.732
"2025/12/28 13:00:00",554,0.04,23.1,46,0.745
"2025/12/28 13:05:00",502,0.04,23.9,49,0.758
"2025/12/28 13:10:00",511,0.05,23.8,47,0.772
"2025/12/28 13:15:00",524,0.05,23.7,47,0.789
"2025/12/28 13:20:00",573,0.05,23.7,45,0.803
"2025/12/28 13:25:00",560,0.16,21.8,41,0.825
"2025/12/28 13:30:00",560,0.22,22.7,41,0.889
"2025/12/28 13:35:00",617,0.21,23.4,43,0.955
"2025/12/28 13:40:00",555,0.2,21.4,38,1.017
"2025/12/28 13:45:00",455,0.12,21.9,39,1.07
"2025/12/28 13:50:00",455,0.06,22.6,40,1.09
"2025/12/28 13:55:00",468,0.16,21.3,40,1.13
"2025/12/28 14:00:00",518,0.09,22.3,42,1.174
"2025/12/28 14:05:00",566,0.05,21.9,42,1.19
"2025/12/28 14:10:00",584,0.05,22.2,43,1.203
"2025/12/28 14:15:00",645,0.04,23,46,1.224
"2025/12/28 14:20:00",633,0.04,23.1,45,1.236
"2025/12/28 14:25:00",543,0.04,21.7,42,1.247
"2025/12/28 14:30:00",495,0.14,22.3,43,1.264
"2025/12/28 14:35:00",475,0.09,21.4,43,1.311
"2025/12/28 14:40:00",514,0.17,22.1,45,1.357
"2025/12/28 14:45:00",591,0.14,22.4,49,1.408
"2025/12/28 14:50:00",645,0.14,22.6,53,1.445
"2025/12/28 14:55:00",656,0.05,22.8,56,1.47
"2025/12/28 15:00:00",658,0.13,22.6,58,1.495
"2025/12/28 15:05:00",646,0.12,22.6,61,1.532
"2025/12/28 15:10:00",649,0.11,22.6,62,1.566
"2025/12/28 15:15:00",643,0.07,22.6,64,1.594
"2025/12/28 15:20:00",639,0.02,21.4,66,1.606
"2025/12/28 15:25:00",632,0.01,20,69,1.61
"2025/12/28 15:30:00",642,0.01,18.4,72,1.615
"2025/12/28 15:35:00",655,0.01,17.3,74,1.619
"2025/12/28 15:40:00",672,0.01,16.5,75,1.622
"2025/12/28 15:45:00",689,0.01,15.6,76,1.626
"2025/12/28 15:50:00",713,0.01,14.8,77,1.629
"2025/12/28 15:55:00",732,0.01,14.2,77,1.633
"2025/12/28 16:00:00",752,0,14.1,77,1.634
"2025/12/28 16:05:00",759,0,14.2,76,1.635
"2025/12/28 16:10:00",785,0,14.1,76,1.636
"2025/12/28 16:15:00",801,0,12.7,76,1.637
"2025/12/28 16:20:00",821,0,13,75,1.638
"2025/12/28 16:25:00",852,0,13.5,74,1.639
"2025/12/28 16:30:00",871,0,12.4,75,1.64
"2025/12/28 16:35:00",886,0,12.8,73,1.64
"2025/12/28 16:40:00",916,0,13.4,72,1.64
"2025/12/28 16:45:00",910,0,11.7,75,1.64
"2025/12/28 16:50:00",912,0,11.1,77,1.64
"2025/12/28 16:55:00",912,0,11.1,77,1.64
"2025/12/28 17:00:00",907,0,11.3,77,1.64
"2025/12/28 17:05:00",910,0,11.2,78,1.64
"2025/12/28 17:10:00",910,0,11.1,78,1.64
"2025/12/28 17:15:00",917,0,10.9,78,1.64
"2025/12/28 17:20:00",927,0,10.6,78,1.64
"2025/12/28 17:25:00",932,0,10.4,79,1.64
"2025/12/28 17:30:00",939,0,10.1,79,1.64
"2025/12/28 17:35:00",945,0,10,79,1.64
"2025/12/28 17:40:00",956,0,9.7,80,1.64
"2025/12/28 17:45:00",954,0,9.6,80,1.64
"2025/12/28 17:50:00",965,0,9.5,80,1.64
"2025/12/28 17:55:00",964,0,9.3,80,1.64
"2025/12/28 18:00:00",970,0,9.2,81,1.64
"2025/12/28 18:05:00",971,0,9.1,81,1.64
"2025/12/28 18:10:00",977,0,8.9,81,1.64
"2025/12/28 18:15:00",985,0,8.8,81,1.64
"2025/12/28 18:20:00",960,0,8.7,81,1.64
"2025/12/28 18:25:00",926,0,8.5,81,1.64
"2025/12/28 18:30:00",877,0,8.5,80,1.64
"2025/12/28 18:35:00",851,0,8.3,80,1.64
"2025/12/28 18:40:00",827,0,8.3,80,1.64
"2025/12/28 18:45:00",789,0,8.1,80,1.64
"2025/12/28 18:50:00",754,0,8,80,1.64
"2025/12/28 18:55:00",742,0,8.1,80,1.64
"2025/12/28 19:00:00",724,0,8,79,1.64
"2025/12/28 19:05:00",715,0,7.8,80,1.64
"2025/12/28 19:10:00",707,0,7.7,80,1.64
"2025/12/28 19:15:00",712,0,7.7,80,1.64
"2025/12/28 19:20:00",694,0,7.5,80,1.64
"2025/12/28 19:25:00",682,0,7.6,80,1.64
"2025/12/28 19:30:00",688,0,7.5,80,1.64
"2025/12/28 19:35:00",676,0,7.4,80,1.64
"2025/12/28 19:40:00",672,0,7.4,80,1.64
"2025/12/28 19:45:00",666,0,7.3,81,1.64
"2025/12/28 19:50:00",679,0,7.3,80,1.64
"2025/12/28 19:55:00",667,0,7.1,80,1.64
"2025/12/28 20:00:00",669,0,7,81,1.64
"2025/12/28 20:05:00",671,0,7,81,1.64
"2025/12/28 20:10:00",679,0,6.9,81,1.64
"2025/12/28 20:15:00",684,0,6.8,81,1.64
"2025/12/28 20:20:00",679,0,6.9,81,1.64
"2025/12/28 20:25:00",693,0,6.8,81,1.64
"2025/12/28 20:30:00",694,0,6.7,82,1.64
"2025/12/28 20:35:00",697,0,6.8,81,1.64
"2025/12/28 20:40:00",700,0,7.1,79,1.64
"2025/12/28 20:45:00",704,0,6.7,81,1.64
"2025/12/28 20:50:00",703,0,6.6,82,1.64
"2025/12/28 20:55:00",708,0,6.6,81,1.64
"2025/12/28 21:00:00",709,0,6.8,80,1.64
"2025/12/28 21:05:00",718,0,6.6,81,1.64
"2025/12/28 21:10:00",713,0,6.4,82,1.64
"2025/12/28 21:15:00",706,0,6.8,80,1.64
"2025/12/28 21:20:00",702,0,6.6,80,1.64
"2025/12/28 21:25:00",715,0,6.4,82,1.64
"2025/12/28 21:30:00",723,0,8.4,75,1.64
"2025/12/28 21:35:00",713,0,7.2,79,1.64
"2025/12/28 21:40:00",696,0,6.5,81,1.64
"2025/12/28 21:45:00",700,0,7.3,79,1.64
"2025/12/28 21:50:00",699,0,7.8,77,1.64
"2025/12/28 21:55:00",699,0,7.1,80,1.64
"2025/12/28 22:00:00",700,0,6.9,81,1.64
"2025/12/28 22:05:00",692,0,6.9,82,1.64
"2025/12/28 22:10:00",701,0,7,82,1.64
"2025/12/28 22:15:00",714,0,7.1,82,1.64
"2025/12/28 22:20:00",712,0,7.1,83,1.64
"2025/12/28 22:25:00",712,0,7.1,83,1.64
"2025/12/28 22:30:00",704,0,7.2,84,1.64
"2025/12/28 22:35:00",704,0,7.2,84,1.64
"2025/12/28 22:40:00",705,0,7.3,84,1.64
"2025/12/28 22:45:00",715,0,7.2,84,1.64
"2025/12/28 22:50:00",724,0,7.2,85,1.64
"2025/12/28 22:55:00",732,0,7.2,84,1.64
"2025/12/28 23:00:00",732,0,7.2,84,1.64
"2025/12/28 23:05:00",739,0,7.2,85,1.64
"2025/12/28 23:10:00",738,0,7.3,85,1.64
"2025/12/28 23:15:00",748,0,7.4,85,1.64
"2025/12/28 23:20:00",762,0,7.5,84,1.64
"2025/12/28 23:25:00",768,0,7.6,85,1.64
"2025/12/28 23:30:00",764,0,7.6,85,1.64
"2025/12/28 23:35:00",768,0,7.7,85,1.64
"2025/12/28 23:40:00",770,0,7.8,85,1.64
"2025/12/28 23:45:00",766,0,7.8,85,1.64
"2025/12/28 23:50:00",771,0,7.9,85,1.64
"2025/12/28 23:55:00",773,0,7.8,86,1.64
